worker_id,condition,start_means,strategy_with_means,strategy_without_means,Open Codes,Answered question,Changed strategy with vs witout means,Mentioned distance,Mentioned mean,Mentioned variance,Mentioned threshold,Mentioned area of marking,Mentioned frequency of events/markings,Mentioned confusion
bffd0f65,QDPs,FALSE,I went and did the same thing as before because I still do not know where to get my percentages from. I pay attention to how close the red moves to the 150 mark. I guess the percentages.,There were a few things about the chart I did not understand like the percentage but I did my best. I just paid attention to how far the red moved closer to the 150 threshold. I found it confusing because I did not understand how to get my percentages. I thought each colored dot meant 5% but when I used it in my calculations it was wrong.,Gist distance; Point threshold,Yes,No,Yes,No,No,Yes,No,No,Yes
c6bcd36b,QDPs,FALSE,Decided whether the average points scored was above the threshold significantly enough to warrant an $0.08 loss of bonus money,I weighed whether the difference in probability of scoring was significant enough to lose 1/3rd of my profit by buying the new player,Point threshold; Mean difference,Yes,No,No,Yes,No,Yes,No,No,No
c757a5c2,QDPs,FALSE,I just made a quick mental estimate of the probability that paying the new player would increase my score.,I basically just look to see how much further to the right the option is with pay for the new player then try to make a rough estimate of the increase in probability of scoring more points.,Gist distance,Yes,No,Yes,No,No,No,No,No,No
cd2a30ff,QDPs,FALSE,I assessed how far apart the two figures are,every time I do a careful analysis of the chart,Gist distance,Yes,No,Yes,No,No,No,No,No,No
ce442486,QDPs,FALSE,I played it too safe. I paid for too many players. I would rather take less risks at losing if I had to do it again.,I tried for the player with the best win percentage most of the time regardless of price as anything close to a 50/50 resulted in failure.,Uninformative,No,,,,,,,,
ce59a7a5,QDPs,FALSE,I only put money into a new player if the odds of them increasing the score was good.,If there isn't a large increase if a new player is added then I'm not going to waste money on them.,Uninformative,No,,,,,,,,
cfd7920c,QDPs,FALSE,guessed,just a guess,Uninformative,No,,,,,,,,
d5cf5e60,QDPs,FALSE,Same as before except that I understood them better this time around. I still did really poorly though.,I just tried to guess the percentage based on where the dots were in the chart (it took me a while to understand it) and then make my decision to keep or pay based on that likelihood.,Uninformative,No,,,,,,,,
d81a8d14,QDPs,FALSE,I chose slightly lower chances this round.,I chose to buy the player if there is a significant possibility in scoring more points.,Uninformative,No,,,,,,,,
db894c10,QDPs,FALSE,If the average threshold for adding a new player was higher than without I would most likely pay for the new player but if the threshold was close to 50/50 I would not pay.,If the threshold of new player was significantly higher than without I would typically invest in the new player but if the threshold was close to 50/50 I would not invest.,Uninformative,No,,,,,,,,
dbbe5256,QDPs,FALSE,If it seemed like a 70/100+ chance id buy the new player,the further the red dots are over the line the more likely it is to win the award if i choose the new player,Distance across threshold; Probability of superiority threshold,Yes,No,Yes,No,No,Yes,No,No,No
de921286,QDPs,FALSE,I looked to see which color was furthest to the right,I looked to see if red was further to the right,Gist distance,Yes,No,Yes,No,No,No,No,No,No
e11b1454,QDPs,FALSE,I used the chart the same way as last time but it was easier to use the extra line as a guide for my estimates.,I used the lines to divide it into sections for over or under 75% then tried to guess the percentage by breaking it up further.,Area in range; Point threshold; Mean difference,Yes,Yes,No,Yes,No,Yes,Yes,No,No
e28863ad,QDPs,FALSE,I used the charts to gauge my chance of success when taking on a new player.,Getting to the place where I make payout and choose to add a new player when the odds of winning are reasonable.,Uninformative,No,,,,,,,,
e70fae80,QDPs,FALSE,I looked at the lines and the numbers and tried not to be influenced by whether the chart was zoomed in or zoomed out.,I tried to ignore the size of the graphics and focus on the lines indicating what the difference would be.,Point threshold; Mean difference,Yes,No,No,Yes,Ignored,Yes,No,No,No
eac85f49,QDPs,FALSE,More red than blue balls on the right side of the dashed line.,More red than blue dots on the right side of the chart.,Counting dots across threshold,Yes,No,No,No,No,Yes,No,Yes,No
f09b4a48,QDPs,FALSE,Once again I tried to assess the level of increase between the two scenarios.  If there was a 10% or more uplift from the base scenario then I usually chose to pay for the player.,I try to assess the percentage uplift that the new player introduces - and I basically have a threshold of about 60% +/- 5% depending on the graph,Uninformative,No,,,,,,,,
f208afd3,QDPs,FALSE,I more or less used the same strategy,I tended to look at the amount of dots for each color on each side of 100,Counting dots across threshold,Yes,No,No,No,No,Yes,No,Yes,No
f2b59407,QDPs,FALSE,I guessed the performance by looking at how far apart the thick lines were on the graph on the blue and red points,I looked at the bottom area of the graph to guess the score,Mean difference,Yes,No,Yes,Yes,No,No,No,No,No
f4ac5fd1,QDPs,FALSE,I looked at how many more red circles than blue circles there were on the right side of the line.,If the number of times the team would score higher with the new player is over a certain threshold then I choose to add the player to the team.  The threshold isn't an exact number but usually if it's 80 times out of 100 I'll add the player.  Or maybe a little lower than 80.  So really it has to do with how many red dots are on the right side of the line.,Probability of superiority threshold; Counting dots across threshold,Yes,No,No,No,No,Yes,No,Yes,No
fc7314ce,QDPs,FALSE,See how different the scores are from each other and how tight the distribution is,Compare the odd that I can win the award by having the new player vs the odd of not having him/her,Variance,Yes,No,No,No,Yes,No,No,No,No
fccb21d5,QDPs,FALSE,"My main criteria in deciding to hire the player was the magnitude of the shift of the ""before"" and ""after"" point distribution. Every after distribution had at least a slight improvement with the addition of a new player. However those in the 50 - 60% range did not seem to be worthwhile investments as the results did not pan out very often. I also looked at each ""standard deviation"" or columns in which the dots were organized. Those that had a long tail seemed to be somewhat better investments.",Looking at the charts I compared the two distributions and looked to see how much the distribution shifts with the addition of the new player. It seems that even a relatively slight shift rightwards is worthwhile. I did also take into account the tail of each distribution. Those distributions with longer tails seem to be more worthwhile as the possibility of even more points accumulates.,Variance and gist distance; Probability of superiority threshold,Yes,No,Yes,No,High,No,No,No,No
